Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
kia,optima,2000.0,2.9,diesel,automatic,136758.0,3.0,1.0,5764.0
mercedes,e-class,2023.0,2.6,diesel,automatic,142580.0,2.0,4.0,12248.0
volkswagen,tiguan,2017.0,4.8,hybrid,manual,198877.0,4.0,5.0,11022.0
toyota,corolla,2008.0,3.8,petrol,semi-automatic,226997.0,3.0,5.0,5760.0
kia,rio,2012.0,4.3,diesel,semi-automatic,255979.0,3.0,4.0,6880.0
mercedes,e-class,2009.0,4.0,petrol,automatic,55776.0,4.0,4.0,11184.0
bmw,5 series,2011.0,3.2,diesel,automatic,125132.0,2.0,3.0,9597.0
honda,civic,2003.0,4.1,hybrid,automatic,36867.0,3.0,5.0,10862.0
ford,fiesta,2009.0,4.5,hybrid,semi-automatic,98504.0,2.0,4.0,10329.0
audi,q5,2018.0,4.7,electric,automatic,198938.0,5.0,3.0,13721.0
ford,explorer,2003.0,4.6,diesel,manual,80305.0,2.0,2.0,7993.0
volkswagen,tiguan,2012.0,3.3,hybrid,automatic,236234.0,2.0,4.0,8775.0
kia,optima,2007.0,3.5,diesel,automatic,57469.0,4.0,5.0,10050.0
kia,rio,2020.0,3.1,diesel,semi-automatic,175803.0,5.0,4.0,9683.0
hyundai,sonata,2008.0,4.7,petrol,manual,115077.0,3.0,2.0,8898.0
chevrolet,impala,2012.0,2.8,diesel,manual,226494.0,5.0,2.0,5970.0
mercedes,gla,2001.0,2.8,petrol,automatic,66602.0,5.0,3.0,7367.0
honda,cr-v,2012.0,1.2,petrol,semi-automatic,2523.0,5.0,2.0,8849.0
kia,rio,2006.0,2.9,electric,manual,44270.0,2.0,2.0,9914.0
bmw,5 series,2011.0,3.6,diesel,automatic,155564.0,2.0,1.0,9388.0
chevrolet,equinox,2011.0,3.3,petrol,manual,47252.0,4.0,2.0,9754.0
toyota,corolla,2021.0,3.9,diesel,automatic,46069.0,4.0,2.0,14878.0
audi,q5,2023.0,3.4,electric,manual,71686.0,4.0,3.0,14966.0
kia,rio,2019.0,4.6,hybrid,manual,298171.0,4.0,2.0,9436.0
bmw,3 series,2012.0,2.3,diesel,manual,274300.0,2.0,1.0,4514.0
honda,cr-v,2009.0,1.5,electric,manual,116199.0,4.0,2.0,7976.0
kia,optima,2022.0,1.6,hybrid,semi-automatic,43615.0,3.0,2.0,12427.0
mercedes,c-class,2006.0,2.0,electric,automatic,44802.0,5.0,2.0,10503.0
bmw,5 series,2004.0,1.0,hybrid,manual,221278.0,5.0,2.0,2874.0
bmw,5 series,2009.0,1.1,petrol,semi-automatic,235315.0,4.0,5.0,3193.0
kia,optima,2016.0,4.8,diesel,semi-automatic,76022.0,5.0,3.0,12179.0
toyota,rav4,2006.0,2.7,petrol,manual,16240.0,4.0,1.0,8275.0
chevrolet,impala,2007.0,4.4,diesel,automatic,217729.0,4.0,5.0,7745.0
hyundai,elantra,2005.0,1.8,hybrid,automatic,263796.0,3.0,5.0,4624.0
ford,fiesta,2017.0,3.4,hybrid,semi-automatic,117752.0,5.0,1.0,11244.0
honda,accord,2002.0,4.9,hybrid,semi-automatic,43827.0,3.0,5.0,9723.0
chevrolet,impala,2011.0,2.8,hybrid,automatic,30456.0,2.0,2.0,12090.0
audi,a3,2016.0,2.2,petrol,manual,66533.0,2.0,2.0,9769.0
bmw,3 series,2021.0,4.7,hybrid,automatic,23265.0,5.0,4.0,17134.0
honda,civic,2012.0,1.5,diesel,automatic,236484.0,2.0,5.0,5970.0
ford,focus,2014.0,3.2,petrol,manual,34512.0,3.0,4.0,10809.0
ford,explorer,2002.0,2.2,petrol,semi-automatic,142381.0,2.0,2.0,4052.0
volkswagen,tiguan,2010.0,4.0,electric,manual,286604.0,5.0,2.0,7367.0
honda,civic,2020.0,4.8,hybrid,manual,108790.0,5.0,5.0,13724.0
ford,fiesta,2007.0,3.5,diesel,automatic,196570.0,3.0,3.0,7268.0
kia,optima,2001.0,2.4,electric,automatic,37724.0,5.0,1.0,9545.0
audi,a3,2003.0,3.4,petrol,manual,212257.0,5.0,3.0,4154.0
honda,civic,2002.0,2.7,diesel,automatic,287023.0,2.0,3.0,3159.0
kia,rio,2022.0,2.5,petrol,automatic,36802.0,5.0,2.0,13963.0
kia,sportage,2022.0,1.2,electric,manual,204252.0,3.0,5.0,9814.0
honda,civic,2013.0,1.8,electric,semi-automatic,83824.0,3.0,2.0,10123.0
kia,rio,2000.0,1.4,hybrid,manual,275230.0,4.0,5.0,2000.0
audi,a3,2021.0,4.6,electric,semi-automatic,12072.0,2.0,1.0,16758.0
audi,a4,2012.0,1.5,petrol,manual,273161.0,4.0,3.0,3736.0
chevrolet,equinox,2006.0,3.1,petrol,automatic,189547.0,2.0,5.0,6709.0
hyundai,sonata,2014.0,2.3,diesel,automatic,236942.0,2.0,3.0,7361.0
toyota,corolla,2020.0,2.2,electric,automatic,170003.0,3.0,1.0,12399.0
chevrolet,malibu,2021.0,2.7,diesel,semi-automatic,72300.0,3.0,4.0,11654.0
volkswagen,passat,2020.0,3.6,hybrid,semi-automatic,107321.0,3.0,4.0,12553.0
toyota,corolla,2021.0,4.7,electric,automatic,14924.0,5.0,3.0,12553.0
mercedes,e-class,2006.0,1.3,diesel,manual,96152.0,3.0,4.0,5276.0
chevrolet,equinox,2010.0,1.2,electric,semi-automatic,176673.0,5.0,1.0,6766.0
toyota,camry,2017.0,3.5,petrol,manual,89607.0,2.0,2.0,10907.0
bmw,3 series,2010.0,4.2,petrol,manual,21962.0,3.0,4.0,10860.0
honda,civic,2015.0,1.5,hybrid,semi-automatic,277787.0,4.0,2.0,5544.0
hyundai,elantra,2005.0,2.6,hybrid,automatic,185366.0,3.0,4.0,6992.0
hyundai,sonata,2021.0,3.6,diesel,semi-automatic,246760.0,3.0,5.0,9064.0
mercedes,gla,2010.0,4.5,diesel,automatic,141286.0,4.0,1.0,10274.0
ford,focus,2016.0,4.3,diesel,automatic,247270.0,2.0,2.0,9754.0
kia,optima,2022.0,3.3,petrol,automatic,11758.0,5.0,1.0,15264.0
ford,explorer,2012.0,1.7,electric,semi-automatic,149550.0,2.0,3.0,8409.0
mercedes,c-class,2003.0,4.4,hybrid,manual,106352.0,2.0,5.0,8272.0
honda,accord,2014.0,2.7,electric,manual,87328.0,5.0,1.0,11253.0
chevrolet,malibu,2018.0,2.0,electric,automatic,102798.0,3.0,3.0,12944.0
volkswagen,tiguan,2006.0,4.2,diesel,automatic,72222.0,2.0,2.0,10155.0
kia,rio,2013.0,1.9,diesel,automatic,190145.0,2.0,2.0,7597.0
hyundai,sonata,2018.0,4.6,electric,manual,15033.0,2.0,1.0,15799.0
volkswagen,golf,2020.0,4.5,electric,automatic,257396.0,2.0,5.0,12952.0
mercedes,e-class,2016.0,2.4,diesel,automatic,227774.0,3.0,2.0,8244.0
ford,fiesta,2006.0,4.6,petrol,semi-automatic,133079.0,4.0,1.0,7838.0
honda,cr-v,2012.0,4.8,diesel,manual,212662.0,2.0,5.0,8246.0
kia,rio,2020.0,1.3,hybrid,semi-automatic,232567.0,5.0,5.0,7748.0
audi,q5,2003.0,4.0,petrol,automatic,288560.0,4.0,2.0,4728.0
chevrolet,impala,2005.0,2.5,diesel,semi-automatic,1907.0,4.0,3.0,8061.0
bmw,x5,2016.0,2.6,petrol,manual,203082.0,3.0,3.0,7438.0
ford,explorer,2002.0,3.2,electric,semi-automatic,8437.0,5.0,1.0,9731.0
volkswagen,golf,2004.0,3.0,diesel,manual,265576.0,3.0,1.0,2988.0
toyota,rav4,2021.0,2.3,electric,manual,152081.0,5.0,3.0,11658.0
ford,focus,2007.0,3.9,diesel,manual,59761.0,5.0,2.0,8904.0
honda,accord,2002.0,1.7,petrol,automatic,261866.0,3.0,3.0,2662.0
toyota,camry,2013.0,1.6,petrol,semi-automatic,294269.0,5.0,3.0,3714.0
hyundai,elantra,2023.0,4.8,electric,automatic,137191.0,3.0,5.0,16556.0
honda,accord,2002.0,4.0,petrol,manual,86374.0,3.0,1.0,6972.0
ford,explorer,2007.0,4.7,petrol,manual,113957.0,5.0,4.0,8620.0
toyota,corolla,2023.0,2.9,electric,semi-automatic,131448.0,3.0,2.0,13271.0
kia,optima,2014.0,3.2,hybrid,semi-automatic,61057.0,4.0,5.0,11278.0
audi,a4,2000.0,1.7,electric,semi-automatic,117433.0,5.0,3.0,5451.0
chevrolet,impala,2009.0,3.1,diesel,manual,137931.0,5.0,5.0,7141.0
volkswagen,tiguan,2004.0,4.0,electric,manual,187692.0,2.0,3.0,7546.0
ford,focus,2014.0,3.6,electric,semi-automatic,197080.0,5.0,1.0,9958.0
ford,fiesta,2003.0,2.2,electric,automatic,181478.0,3.0,2.0,7070.0
bmw,5 series,2010.0,1.4,diesel,manual,90048.0,3.0,2.0,6699.0
mercedes,e-class,2013.0,1.7,petrol,automatic,92490.0,3.0,3.0,9350.0
honda,accord,2011.0,1.1,electric,automatic,178300.0,5.0,2.0,8434.0
audi,q5,2018.0,1.3,hybrid,automatic,299270.0,4.0,5.0,7314.0
toyota,rav4,2005.0,4.2,diesel,manual,152296.0,4.0,3.0,6754.0
bmw,3 series,2016.0,2.8,electric,semi-automatic,253986.0,4.0,4.0,8620.0
audi,a3,2017.0,1.2,electric,semi-automatic,276224.0,4.0,5.0,6875.0
mercedes,gla,2018.0,4.7,petrol,semi-automatic,15328.0,4.0,3.0,13893.0
kia,sportage,2000.0,2.9,electric,automatic,77600.0,2.0,2.0,8948.0
bmw,5 series,2007.0,3.6,diesel,automatic,250119.0,4.0,1.0,6297.0
volkswagen,golf,2016.0,1.9,diesel,automatic,272693.0,4.0,4.0,6846.0
mercedes,gla,2011.0,2.0,petrol,manual,135568.0,5.0,5.0,6688.0
bmw,5 series,2002.0,3.9,diesel,manual,28072.0,5.0,3.0,8038.0
ford,fiesta,2000.0,3.5,petrol,manual,182277.0,5.0,1.0,3954.0
toyota,corolla,2019.0,4.6,electric,manual,275523.0,2.0,1.0,10889.0
audi,q5,2018.0,3.9,electric,automatic,256588.0,2.0,4.0,11768.0
chevrolet,malibu,2012.0,1.3,hybrid,semi-automatic,50330.0,4.0,2.0,8993.0
hyundai,tucson,2018.0,4.2,petrol,semi-automatic,256480.0,5.0,5.0,8570.0
chevrolet,impala,2010.0,2.4,hybrid,automatic,86050.0,3.0,5.0,10279.0
audi,a3,2019.0,2.8,petrol,automatic,275450.0,3.0,5.0,8591.0
bmw,x5,2008.0,2.4,petrol,manual,78065.0,4.0,5.0,7338.0
ford,fiesta,2023.0,2.1,diesel,semi-automatic,151769.0,3.0,3.0,10064.0
toyota,rav4,2005.0,3.0,petrol,semi-automatic,26071.0,5.0,4.0,8078.0
hyundai,tucson,2008.0,2.9,petrol,automatic,67698.0,4.0,2.0,9546.0
chevrolet,equinox,2009.0,3.8,hybrid,manual,285303.0,3.0,2.0,5893.0
mercedes,gla,2003.0,3.0,hybrid,automatic,217899.0,3.0,3.0,6142.0
ford,focus,2007.0,3.6,hybrid,manual,243957.0,2.0,1.0,5920.0
hyundai,elantra,2013.0,3.6,diesel,manual,225488.0,4.0,2.0,7090.0
audi,q5,2018.0,3.2,hybrid,automatic,246601.0,5.0,5.0,10267.0
kia,rio,2014.0,4.3,petrol,semi-automatic,46141.0,5.0,2.0,11677.0
bmw,3 series,2001.0,4.9,hybrid,automatic,205850.0,2.0,4.0,7683.0
mercedes,c-class,2013.0,3.5,diesel,manual,188157.0,2.0,1.0,7736.0
hyundai,elantra,2023.0,4.7,petrol,automatic,192826.0,3.0,3.0,13343.0
chevrolet,equinox,2020.0,1.5,diesel,manual,285725.0,5.0,4.0,5885.0
kia,rio,2005.0,4.1,petrol,semi-automatic,7131.0,3.0,4.0,9557.0
volkswagen,tiguan,2004.0,3.6,hybrid,semi-automatic,29915.0,4.0,1.0,9301.0
kia,rio,2020.0,3.8,hybrid,manual,137014.0,4.0,3.0,12159.0
toyota,corolla,2011.0,3.8,hybrid,manual,122932.0,3.0,1.0,9741.0
bmw,x5,2013.0,4.7,petrol,automatic,198120.0,5.0,1.0,10237.0
bmw,3 series,2022.0,3.2,petrol,semi-automatic,98303.0,5.0,5.0,11933.0
chevrolet,equinox,2005.0,2.6,hybrid,semi-automatic,246894.0,5.0,1.0,4262.0
ford,fiesta,2007.0,1.7,electric,manual,43287.0,4.0,2.0,9034.0
chevrolet,impala,2004.0,4.7,electric,manual,172984.0,3.0,1.0,8540.0
volkswagen,tiguan,2013.0,4.4,hybrid,semi-automatic,88847.0,4.0,5.0,11623.0
mercedes,c-class,2000.0,4.7,petrol,automatic,237644.0,2.0,3.0,5547.0
audi,a4,2022.0,3.6,electric,automatic,187515.0,2.0,5.0,14049.0
honda,civic,2002.0,2.8,electric,semi-automatic,200704.0,4.0,2.0,5485.0
ford,focus,2006.0,1.3,diesel,manual,149961.0,3.0,3.0,4200.0
volkswagen,passat,2011.0,3.2,hybrid,automatic,97392.0,4.0,2.0,11152.0
kia,rio,2013.0,3.2,electric,semi-automatic,275008.0,4.0,4.0,7699.0
chevrolet,impala,2017.0,2.4,hybrid,automatic,175959.0,4.0,3.0,10580.0
volkswagen,golf,2004.0,2.4,electric,semi-automatic,155609.0,3.0,1.0,6587.0
mercedes,gla,2023.0,3.2,electric,automatic,248673.0,4.0,5.0,12726.0
chevrolet,impala,2003.0,2.0,petrol,manual,200336.0,2.0,1.0,2993.0
mercedes,c-class,2017.0,3.7,petrol,automatic,139219.0,2.0,4.0,11615.0
chevrolet,equinox,2023.0,1.4,diesel,automatic,39761.0,3.0,3.0,13104.0
kia,sportage,2019.0,3.6,petrol,semi-automatic,78107.0,5.0,1.0,11837.0
ford,fiesta,2007.0,4.7,hybrid,semi-automatic,103409.0,4.0,3.0,9831.0
toyota,corolla,2004.0,1.8,electric,semi-automatic,143927.0,2.0,3.0,6221.0
toyota,camry,2021.0,3.1,petrol,semi-automatic,216534.0,4.0,1.0,9169.0
ford,focus,2002.0,4.6,diesel,manual,116970.0,5.0,5.0,6960.0
ford,explorer,2004.0,2.3,hybrid,manual,289970.0,5.0,3.0,2800.0
chevrolet,equinox,2020.0,1.9,petrol,automatic,157086.0,3.0,2.0,10358.0
audi,a4,2021.0,4.6,petrol,automatic,118860.0,3.0,2.0,14122.0
ford,focus,2001.0,3.5,hybrid,manual,216165.0,2.0,4.0,4576.0
toyota,corolla,2023.0,2.7,diesel,semi-automatic,63462.0,5.0,2.0,12430.0
bmw,3 series,2020.0,3.1,hybrid,automatic,111568.0,3.0,3.0,13468.0
toyota,camry,2008.0,4.3,electric,automatic,197059.0,5.0,3.0,10358.0
honda,accord,2010.0,3.4,petrol,automatic,277467.0,2.0,3.0,6450.0
honda,cr-v,2003.0,1.5,diesel,manual,141067.0,2.0,4.0,3678.0
volkswagen,tiguan,2022.0,4.2,hybrid,manual,6591.0,3.0,1.0,15768.0
toyota,camry,2021.0,3.2,hybrid,manual,65769.0,2.0,1.0,13284.0
kia,optima,2019.0,4.3,electric,manual,259080.0,4.0,2.0,10918.0
volkswagen,tiguan,2015.0,1.5,diesel,semi-automatic,82106.0,5.0,1.0,8457.0
volkswagen,tiguan,2013.0,3.3,diesel,automatic,198138.0,5.0,3.0,8837.0
toyota,corolla,2002.0,1.8,diesel,automatic,277426.0,3.0,1.0,2451.0
volkswagen,golf,2018.0,2.4,petrol,semi-automatic,58716.0,4.0,1.0,10725.0
hyundai,sonata,2023.0,4.7,hybrid,manual,142982.0,5.0,3.0,13840.0
kia,sportage,2001.0,3.3,electric,manual,134867.0,2.0,3.0,7002.0
chevrolet,malibu,2007.0,1.7,petrol,semi-automatic,96592.0,5.0,1.0,5968.0
ford,fiesta,2023.0,2.4,petrol,manual,73797.0,2.0,1.0,11924.0
volkswagen,passat,2012.0,4.6,petrol,automatic,279125.0,3.0,3.0,8217.0
ford,explorer,2015.0,3.6,petrol,automatic,253554.0,3.0,4.0,8628.0
ford,fiesta,2018.0,1.6,diesel,manual,47344.0,4.0,5.0,10153.0
audi,a4,2005.0,1.8,hybrid,semi-automatic,166364.0,2.0,3.0,5072.0
honda,accord,2009.0,1.7,diesel,manual,248458.0,4.0,1.0,3530.0
volkswagen,tiguan,2006.0,2.6,hybrid,semi-automatic,83858.0,4.0,1.0,7822.0
chevrolet,malibu,2023.0,2.1,electric,manual,23698.0,4.0,4.0,14626.0
ford,focus,2018.0,3.5,petrol,semi-automatic,212019.0,4.0,4.0,8759.0
hyundai,sonata,2015.0,1.6,diesel,automatic,138513.0,4.0,2.0,8929.0
mercedes,e-class,2001.0,3.5,hybrid,semi-automatic,203096.0,3.0,2.0,4838.0
chevrolet,equinox,2023.0,1.6,electric,automatic,169514.0,5.0,2.0,12709.0
chevrolet,equinox,2017.0,2.0,petrol,semi-automatic,52900.0,3.0,2.0,10142.0
honda,cr-v,2002.0,2.3,hybrid,automatic,94746.0,2.0,1.0,7605.0
volkswagen,passat,2011.0,3.5,electric,automatic,104861.0,3.0,2.0,12302.0
volkswagen,tiguan,2013.0,4.4,petrol,automatic,295496.0,4.0,3.0,7990.0
chevrolet,impala,2006.0,4.7,hybrid,semi-automatic,98919.0,4.0,2.0,9621.0
bmw,x5,2022.0,4.6,hybrid,semi-automatic,191468.0,5.0,2.0,12470.0
volkswagen,tiguan,2009.0,3.1,hybrid,manual,86334.0,5.0,5.0,9173.0
honda,cr-v,2002.0,3.5,hybrid,manual,156493.0,4.0,4.0,6070.0
ford,focus,2011.0,2.4,electric,automatic,236192.0,4.0,2.0,8576.0
toyota,camry,2015.0,4.1,electric,manual,234926.0,5.0,5.0,10001.0
bmw,3 series,2005.0,2.3,electric,manual,124587.0,4.0,5.0,7408.0
honda,accord,2011.0,3.0,petrol,manual,264211.0,3.0,1.0,5115.0
kia,optima,2018.0,1.3,diesel,manual,28680.0,5.0,4.0,10226.0
audi,q5,2021.0,4.5,electric,semi-automatic,149922.0,4.0,4.0,13901.0
toyota,camry,2009.0,1.9,hybrid,manual,244021.0,5.0,1.0,4819.0
bmw,x5,2002.0,3.2,petrol,semi-automatic,191991.0,2.0,5.0,4060.0
volkswagen,passat,2020.0,3.9,electric,automatic,115410.0,2.0,2.0,15191.0
honda,accord,2016.0,1.6,petrol,semi-automatic,143592.0,4.0,5.0,7628.0
honda,accord,2019.0,1.4,hybrid,manual,37958.0,4.0,4.0,11440.0
volkswagen,passat,2023.0,3.0,diesel,automatic,264912.0,5.0,1.0,10201.0
volkswagen,golf,2023.0,3.0,diesel,automatic,57429.0,3.0,5.0,14351.0
bmw,3 series,2022.0,1.4,diesel,automatic,17667.0,3.0,1.0,13246.0
mercedes,gla,2011.0,1.2,diesel,manual,88600.0,2.0,3.0,6828.0
toyota,corolla,2002.0,2.0,petrol,automatic,32519.0,2.0,5.0,7549.0
ford,focus,2017.0,3.3,electric,semi-automatic,32629.0,2.0,5.0,13847.0
honda,accord,2004.0,2.9,petrol,automatic,274598.0,3.0,1.0,4208.0
honda,civic,2014.0,2.0,hybrid,semi-automatic,291584.0,4.0,2.0,5468.0
chevrolet,malibu,2002.0,2.1,electric,automatic,85445.0,4.0,1.0,8591.0
chevrolet,equinox,2006.0,1.4,hybrid,automatic,16367.0,4.0,4.0,9472.0
honda,accord,2000.0,3.8,electric,semi-automatic,36358.0,2.0,5.0,9172.0
ford,fiesta,2003.0,3.2,petrol,semi-automatic,90532.0,3.0,3.0,6389.0
volkswagen,passat,2021.0,3.3,hybrid,automatic,172923.0,2.0,2.0,12741.0
bmw,5 series,2021.0,3.1,diesel,manual,18032.0,5.0,2.0,13139.0
audi,a4,2022.0,4.0,electric,semi-automatic,146172.0,2.0,4.0,13776.0
volkswagen,golf,2002.0,4.7,hybrid,semi-automatic,112996.0,5.0,4.0,8140.0
kia,sportage,2000.0,4.3,petrol,automatic,285783.0,4.0,1.0,4184.0
bmw,3 series,2002.0,1.7,hybrid,manual,99211.0,2.0,3.0,5415.0
honda,civic,2007.0,2.8,electric,manual,245164.0,2.0,1.0,6096.0
kia,rio,2022.0,4.7,electric,manual,170105.0,5.0,3.0,13997.0
hyundai,tucson,2012.0,3.4,hybrid,semi-automatic,142096.0,5.0,4.0,9258.0
bmw,5 series,2022.0,4.9,hybrid,automatic,117711.0,4.0,2.0,15745.0
chevrolet,malibu,2017.0,3.5,electric,automatic,59665.0,3.0,1.0,15006.0
honda,civic,2012.0,1.1,petrol,semi-automatic,129020.0,5.0,2.0,6219.0
mercedes,c-class,2000.0,2.6,hybrid,automatic,115173.0,2.0,4.0,6896.0
audi,a4,2006.0,3.0,hybrid,manual,16540.0,2.0,1.0,9569.0
audi,a3,2008.0,3.9,petrol,manual,56022.0,4.0,4.0,9279.0
kia,rio,2018.0,2.9,electric,semi-automatic,98160.0,2.0,4.0,12436.0
ford,focus,2020.0,1.8,hybrid,semi-automatic,31221.0,4.0,1.0,12275.0
chevrolet,impala,2002.0,4.1,diesel,manual,38123.0,4.0,2.0,8037.0
audi,a3,2000.0,2.1,diesel,semi-automatic,242155.0,4.0,4.0,2000.0
toyota,camry,2023.0,1.5,diesel,automatic,14232.0,5.0,1.0,13715.0
mercedes,gla,2012.0,3.6,diesel,manual,183970.0,2.0,5.0,7620.0
ford,explorer,2015.0,3.5,petrol,automatic,122697.0,4.0,4.0,11146.0
volkswagen,passat,2020.0,2.7,electric,automatic,295220.0,2.0,3.0,10395.0
chevrolet,impala,2007.0,4.8,hybrid,manual,185463.0,2.0,5.0,8290.0
audi,a3,2012.0,1.4,hybrid,manual,58416.0,3.0,1.0,8931.0
ford,explorer,2005.0,4.8,diesel,semi-automatic,135967.0,4.0,2.0,7680.0
toyota,rav4,2011.0,1.6,petrol,semi-automatic,157351.0,2.0,5.0,5852.0
ford,fiesta,2009.0,4.8,diesel,semi-automatic,17704.0,4.0,1.0,11245.0
hyundai,tucson,2016.0,3.5,petrol,semi-automatic,242941.0,5.0,1.0,7541.0
toyota,camry,2010.0,1.4,electric,automatic,139151.0,4.0,4.0,9216.0
bmw,5 series,2014.0,1.0,diesel,automatic,256630.0,5.0,1.0,5667.0
hyundai,tucson,2001.0,2.2,petrol,manual,3482.0,4.0,1.0,6530.0
audi,q5,2021.0,4.2,electric,manual,182510.0,4.0,4.0,12949.0
volkswagen,passat,2012.0,2.9,diesel,semi-automatic,267772.0,2.0,3.0,5244.0
chevrolet,equinox,2011.0,1.8,diesel,manual,283202.0,5.0,3.0,3535.0
hyundai,sonata,2007.0,4.9,petrol,semi-automatic,96380.0,3.0,5.0,9172.0
volkswagen,tiguan,2006.0,1.1,petrol,semi-automatic,149277.0,5.0,2.0,4014.0
kia,optima,2016.0,2.5,hybrid,automatic,205614.0,4.0,3.0,9787.0
bmw,5 series,2005.0,4.8,electric,semi-automatic,152453.0,4.0,2.0,9350.0
kia,rio,2018.0,1.2,petrol,semi-automatic,4980.0,5.0,5.0,10600.0
audi,a3,2014.0,4.6,electric,semi-automatic,236646.0,5.0,4.0,10167.0
ford,fiesta,2022.0,3.1,petrol,manual,3817.0,3.0,1.0,13723.0
audi,a4,2022.0,3.0,diesel,automatic,271324.0,5.0,3.0,9773.0
audi,a4,2008.0,4.8,hybrid,semi-automatic,139375.0,4.0,5.0,9512.0
ford,fiesta,2019.0,3.6,hybrid,semi-automatic,66083.0,2.0,3.0,13078.0
bmw,x5,2022.0,4.6,electric,manual,37782.0,5.0,5.0,16544.0
honda,accord,2019.0,2.3,diesel,automatic,148008.0,4.0,1.0,10639.0
honda,cr-v,2023.0,3.0,diesel,manual,136599.0,5.0,5.0,11268.0
bmw,x5,2003.0,2.9,petrol,automatic,59216.0,2.0,1.0,8215.0
hyundai,elantra,2012.0,3.3,electric,automatic,77283.0,3.0,2.0,12954.0
hyundai,sonata,2007.0,4.5,electric,semi-automatic,77159.0,4.0,1.0,11156.0
toyota,corolla,2018.0,2.5,petrol,manual,192443.0,2.0,5.0,8151.0
ford,explorer,2023.0,2.3,electric,manual,101136.0,4.0,4.0,13277.0
kia,optima,2015.0,4.8,hybrid,semi-automatic,189504.0,5.0,4.0,10609.0
toyota,camry,2006.0,4.8,electric,semi-automatic,217019.0,5.0,4.0,8359.0
kia,sportage,2000.0,3.6,electric,automatic,98150.0,2.0,1.0,9237.0
ford,explorer,2012.0,3.5,hybrid,automatic,44304.0,5.0,5.0,12813.0
mercedes,c-class,2016.0,2.8,hybrid,automatic,72677.0,5.0,3.0,12746.0
ford,fiesta,2007.0,5.0,diesel,manual,251657.0,2.0,1.0,6166.0
ford,fiesta,2002.0,3.8,electric,semi-automatic,159289.0,5.0,2.0,7314.0
chevrolet,equinox,2013.0,2.5,diesel,semi-automatic,180517.0,4.0,5.0,6889.0
audi,a4,2013.0,2.0,petrol,automatic,25189.0,4.0,1.0,10996.0
volkswagen,tiguan,2007.0,1.8,diesel,automatic,215686.0,2.0,1.0,5186.0
ford,explorer,2006.0,3.3,hybrid,semi-automatic,241454.0,2.0,3.0,5370.0
bmw,x5,2005.0,1.2,electric,automatic,83276.0,2.0,3.0,8634.0
audi,a3,2002.0,4.1,petrol,automatic,69875.0,5.0,2.0,8902.0
honda,civic,2008.0,3.9,hybrid,automatic,294391.0,5.0,4.0,7012.0
volkswagen,passat,2013.0,1.2,hybrid,manual,227806.0,3.0,5.0,5643.0
audi,a4,2008.0,4.8,electric,automatic,280697.0,5.0,5.0,9186.0
audi,a4,2019.0,4.2,petrol,semi-automatic,25155.0,3.0,2.0,13496.0
toyota,corolla,2011.0,3.2,electric,semi-automatic,128745.0,5.0,2.0,10025.0
bmw,5 series,2015.0,3.7,petrol,semi-automatic,93100.0,5.0,5.0,10438.0
chevrolet,equinox,2018.0,1.0,electric,semi-automatic,265067.0,2.0,2.0,7198.0
kia,optima,2019.0,1.8,hybrid,automatic,169832.0,4.0,2.0,10703.0
toyota,rav4,2008.0,4.9,electric,semi-automatic,299872.0,5.0,5.0,7402.0
kia,rio,2009.0,1.3,petrol,semi-automatic,29178.0,3.0,4.0,7516.0
ford,fiesta,2022.0,2.1,diesel,manual,120489.0,2.0,1.0,10390.0
honda,cr-v,2009.0,3.1,petrol,semi-automatic,68912.0,4.0,2.0,8521.0
kia,rio,2007.0,2.5,petrol,manual,35984.0,5.0,5.0,7980.0
volkswagen,passat,2004.0,3.6,hybrid,semi-automatic,269148.0,2.0,4.0,4517.0
toyota,rav4,2007.0,1.6,diesel,semi-automatic,217311.0,3.0,2.0,3453.0
chevrolet,equinox,2008.0,3.7,electric,manual,175163.0,2.0,5.0,8696.0
chevrolet,malibu,2022.0,3.1,electric,manual,65766.0,4.0,2.0,14484.0
bmw,3 series,2000.0,1.7,petrol,automatic,287222.0,5.0,1.0,2000.0
hyundai,tucson,2015.0,3.0,electric,automatic,260437.0,2.0,5.0,9891.0
chevrolet,impala,2014.0,4.2,hybrid,manual,272984.0,4.0,5.0,8040.0
mercedes,gla,2006.0,3.4,diesel,manual,210479.0,5.0,5.0,5090.0
honda,cr-v,2001.0,4.4,diesel,manual,169013.0,4.0,2.0,5419.0
kia,optima,2010.0,2.5,electric,manual,59054.0,5.0,2.0,10418.0
ford,explorer,2002.0,4.0,diesel,automatic,119893.0,5.0,4.0,7802.0
audi,q5,2015.0,2.2,diesel,semi-automatic,269108.0,4.0,5.0,5417.0
hyundai,elantra,2009.0,4.1,diesel,semi-automatic,228873.0,2.0,3.0,6322.0
kia,rio,2003.0,4.1,hybrid,manual,209373.0,3.0,3.0,5912.0
honda,civic,2002.0,4.0,electric,manual,225497.0,5.0,1.0,6190.0
volkswagen,tiguan,2017.0,4.3,electric,semi-automatic,20535.0,3.0,5.0,15089.0
audi,a3,2005.0,4.0,hybrid,manual,106223.0,4.0,4.0,8475.0
ford,focus,2019.0,3.9,electric,semi-automatic,1639.0,4.0,5.0,15667.0
